committee,name,party,rank,title,thomas,bioguide,chamber
SSHR12,Margaret Wood Hassan,minority,8,,,H001076,
SSHR12,Patty Murray,minority,9,Ex Officio,01409,M001111,
SSJU,Chuck Grassley,majority,1,Chairman,00457,G000386,
SSJU,Orrin G. Hatch,majority,2,,01351,H000338,
SSJU,Lindsey Graham,majority,3,,00452,G000359,
SSJU,John Cornyn,majority,4,,01692,C001056,
SSJU,Mike Lee,majority,5,,02080,L000577,
SSJU,Ted Cruz,majority,6,,02175,C001098,
SSJU,Ben Sasse,majority,7,,02289,S001197,
SSJU,Jeff Flake,majority,8,,01633,F000444,
SSJU,Mike Crapo,majority,9,,00250,C000880,
SSJU,Thom Tillis,majority,10,,02291,T000476,
SSJU,John Kennedy,majority,11,,,K000393,
SSJU,Dianne Feinstein,minority,1,Ranking Member,01332,F000062,
SSJU,Patrick J. Leahy,minority,2,,01383,L000174,
SSJU,Richard J. Durbin,minority,3,,00326,D000563,
SSJU,Sheldon Whitehouse,minority,4,,01823,W000802,
SSJU,Amy Klobuchar,minority,5,,01826,K000367,
SSJU,Christopher A. Coons,minority,7,,01984,C001088,
SSJU,Richard Blumenthal,minority,8,,02076,B001277,
SSJU,Mazie K. Hirono,minority,9,,01844,H001042,
SSJU01,Mike Lee,majority,1,Chairman,02080,L000577,
SSJU01,Chuck Grassley,majority,2,,00457,G000386,
SSJU01,Orrin G. Hatch,majority,3,,01351,H000338,
SSJU01,Lindsey Graham,majority,4,,00452,G000359,
SSJU01,Thom Tillis,majority,5,,02291,T000476,
SSJU01,Amy Klobuchar,minority,1,Ranking Member,01826,K000367,
SSJU01,Patrick J. Leahy,minority,2,,01383,L000174,
SSJU01,Richard Blumenthal,minority,4,,02076,B001277,
SSJU04,John Cornyn,majority,1,Chairman,01692,C001056,
SSJU04,Thom Tillis,majority,2,,02291,T000476,
SSJU04,John Kennedy,majority,3,,,K000393,
SSJU04,Chuck Grassley,majority,4,,00457,G000386,
SSJU04,Ted Cruz,majority,5,,02175,C001098,
SSJU04,Jeff Flake,majority,6,,01633,F000444,
SSJU04,Mike Crapo,majority,7,,00250,C000880,
SSJU04,Mike Lee,majority,8,,02080,L000577,
SSJU04,Richard J. Durbin,minority,1,Ranking Member,00326,D000563,
SSJU04,Dianne Feinstein,minority,2,,01332,F000062,
SSJU04,Patrick J. Leahy,minority,3,,01383,L000174,
SSJU04,Amy Klobuchar,minority,4,,01826,K000367,
SSJU04,Richard Blumenthal,minority,6,,02076,B001277,
SSJU04,Mazie K. Hirono,minority,7,,01844,H001042,
SSJU21,Ted Cruz,majority,1,Chairman,02175,C001098,
SSJU21,John Cornyn,majority,2,,01692,C001056,
SSJU21,Mike Crapo,majority,3,,00250,C000880,
SSJU21,Ben Sasse,majority,4,,02289,S001197,
SSJU21,Lindsey Graham,majority,5,,00452,G000359,
SSJU21,Richard Blumenthal,minority,1,Ranking Member,02076,B001277,
SSJU21,Richard J. Durbin,minority,2,,00326,D000563,
SSJU21,Christopher A. Coons,minority,4,,01984,C001088,
SSJU22,Lindsey Graham,majority,1,Chairman,00452,G000359,
SSJU22,John Cornyn,majority,2,,01692,C001056,
SSJU22,Ted Cruz,majority,3,,02175,C001098,
SSJU22,Ben Sasse,majority,4,,02289,S001197,
SSJU22,John Kennedy,majority,5,,,K000393,
SSJU22,Sheldon Whitehouse,minority,1,Ranking Member,01823,W000802,
SSJU22,Richard J. Durbin,minority,2,,00326,D000563,
SSJU22,Amy Klobuchar,minority,3,,01826,K000367,
SSJU22,Christopher A. Coons,minority,4,,01984,C001088,
SSJU23,Jeff Flake,majority,1,Chairman,01633,F000444,
SSJU23,Orrin G. Hatch,majority,2,,01351,H000338,
SSJU23,Mike Lee,majority,3,,02080,L000577,
SSJU23,Thom Tillis,majority,4,,02291,T000476,
SSJU23,Mike Crapo,majority,5,,00250,C000880,
SSJU23,John Kennedy,majority,6,,,K000393,
SSJU23,Patrick J. Leahy,minority,2,,01383,L000174,
SSJU23,Sheldon Whitehouse,minority,3,,01823,W000802,
SSJU23,Christopher A. Coons,minority,4,,01984,C001088,
SSJU23,Mazie K. Hirono,minority,5,,01844,H001042,
SSJU25,Ben Sasse,majority,1,Chairman,02289,S001197,
SSJU25,Chuck Grassley,majority,2,,00457,G000386,
SSJU25,Mike Crapo,majority,3,,00250,C000880,
SSJU25,John Kennedy,majority,4,,,K000393,
SSJU25,Orrin G. Hatch,majority,5,,01351,H000338,
SSJU25,Mike Lee,majority,6,,02080,L000577,
SSJU25,Jeff Flake,majority,7,,01633,F000444,
SSJU25,Thom Tillis,majority,8,,02291,T000476,
SSJU25,Christopher A. Coons,minority,1,Ranking Member,01984,C001088,
SSJU25,Patrick J. Leahy,minority,2,,01383,L000174,
SSJU25,Sheldon Whitehouse,minority,3,,01823,W000802,
SSJU25,Amy Klobuchar,minority,4,,01826,K000367,
SSJU25,Richard Blumenthal,minority,6,,02076,B001277,
SSJU25,Mazie K. Hirono,minority,7,,01844,H001042,
